invoice_number,invoice_date,product1_name,product1_price,product2_name,product2_price,product3_name,product3_price,product4_name,product4_price,pos_number,dept_location,pincode
INV-100695,2026-11-27,USB Cable,32075,Smartphone,7310,Office Chair,72329,Headphones,69018,POS-15,Office,464385
INV-100696,2026-11-28,Notebook,7859,Office Chair,64605,Face Wash,27257,Tablet,18844,POS-17,Home,463746
INV-100697,2026-11-29,Headphones,24467,Backpack,76803,Mouse,20584,Soap,55817,POS-10,Stationery,463534
INV-100698,2026-11-30,Power Bank,76298,Soap,41259,Smartphone,61238,Desk Lamp,21686,POS-05,Office,465760
INV-100699,2026-12-01,Mouse,53866,Smartphone,46232,USB Cable,59074,Headphones,14044,POS-16,Accessories,461085
INV-100700,2026-12-02,Charger,61737,Face Wash,44836,Pen Set,4696,Keyboard,731,POS-02,Accessories,468812
INV-100701,2026-12-03,Laptop,40543,Charger,40662,Water Bottle,39398,Face Wash,16733,POS-13,Electronics,460760
INV-100702,2026-12-04,Power Bank,79566,Keyboard,60480,Mouse,51913,Smartphone,69570,POS-16,Accessories,468250
INV-100703,2026-12-05,Office Chair,134,Soap,39191,Tablet,60533,USB Cable,69770,POS-06,Personal Care,465545
INV-100704,2026-12-06,Body Lotion,48537,Headphones,27608,Tablet,61483,Charger,78063,POS-11,Accessories,461138
INV-100705,2026-12-07,Water Bottle,71478,Headphones,32830,Tablet,39773,Smartphone,15707,POS-04,Electronics,463616
INV-100706,2026-12-08,Power Bank,24227,Body Lotion,40460,Water Bottle,59354,Backpack,21441,POS-15,Personal Care,463589
INV-100707,2026-12-09,Keyboard,5250,USB Cable,79244,Tablet,11544,Power Bank,45528,POS-12,Stationery,466755
INV-100708,2026-12-10,Notebook,68333,Tablet,14074,Monitor,60082,Laptop,50576,POS-08,Personal Care,463004
INV-100709,2026-12-11,Monitor,40827,Power Bank,53440,Office Chair,40834,Charger,60823,POS-06,Electronics,469774
INV-100710,2026-12-12,Keyboard,71693,Face Wash,12960,Smartphone,27724,Monitor,79522,POS-05,Home,466941
INV-100711,2026-12-13,Smartphone,23754,Laptop,38575,Backpack,51619,Charger,13195,POS-05,Home,460678
INV-100712,2026-12-14,Body Lotion,64734,Charger,37721,Monitor,14571,Pen Set,65542,POS-11,Accessories,461807
INV-100713,2026-12-15,Backpack,67359,USB Cable,443,Body Lotion,45850,Keyboard,65867,POS-19,Accessories,464719
INV-100714,2026-12-16,Office Chair,19168,Backpack,52334,Face Wash,64706,Soap,22441,POS-08,Home,462467
INV-100715,2026-12-17,Shampoo,53480,Charger,10594,Body Lotion,15073,Laptop,25824,POS-18,Personal Care,464979
INV-100716,2026-12-18,Charger,49988,Pen Set,39991,Monitor,44049,Mouse,7607,POS-10,Office,467678
INV-100717,2026-12-19,Charger,2274,Backpack,57963,Shampoo,26329,Mouse,66925,POS-08,Home,462728
INV-100718,2026-12-20,Power Bank,19580,Headphones,42734,Monitor,11582,Notebook,6989,POS-14,Home,464769
INV-100719,2026-12-21,Mouse,46000,Keyboard,57535,Monitor,69018,Body Lotion,71024,POS-12,Electronics,468766
INV-100720,2026-12-22,USB Cable,58501,Notebook,29900,Headphones,68216,Shampoo,51592,POS-05,Office,466836
INV-100721,2026-12-23,Laptop,45708,Backpack,36725,Headphones,71296,Mouse,3593,POS-15,Electronics,462371
INV-100722,2026-12-24,Water Bottle,74907,Monitor,32649,Soap,44574,Shampoo,47592,POS-09,Accessories,463951
INV-100723,2026-12-25,Pen Set,11136,Face Wash,22037,Keyboard,76238,Soap,28018,POS-15,Personal Care,464585
INV-100724,2026-12-26,Body Lotion,6749,Backpack,10723,Soap,47056,Pen Set,13829,POS-04,Home,466156
INV-100725,2026-12-27,Headphones,11805,Backpack,27348,Keyboard,70489,Desk Lamp,45934,POS-20,Personal Care,467442
INV-100726,2026-12-28,Charger,42952,Body Lotion,72282,Notebook,48137,Pen Set,799,POS-19,Stationery,464211
INV-100727,2026-12-29,USB Cable,49292,Keyboard,33096,Soap,26389,Headphones,52810,POS-15,Accessories,469751
INV-100728,2026-12-30,Pen Set,38955,Shampoo,31373,USB Cable,69997,Office Chair,8782,POS-08,Accessories,467194
INV-100729,2026-12-31,Smartphone,74532,USB Cable,56199,Notebook,6939,Mouse,50027,POS-02,Electronics,465436
INV-100730,2026-01-01,Notebook,40682,Charger,24339,Pen Set,74198,Tablet,12092,POS-05,Stationery,465559
INV-100731,2026-01-02,Monitor,65564,Power Bank,54618,USB Cable,44905,Smartphone,72394,POS-12,Accessories,467232
INV-100732,2026-01-03,USB Cable,23567,Monitor,47879,Face Wash,52258,Charger,44967,POS-06,Electronics,461857
INV-100733,2026-01-04,Tablet,74103,Power Bank,5228,Charger,46748,USB Cable,29423,POS-05,Office,462664
INV-100734,2026-01-05,Keyboard,35040,Backpack,24693,USB Cable,67474,Shampoo,11182,POS-02,Home,462190
INV-100735,2026-01-06,Office Chair,60602,Tablet,57589,Notebook,38036,Soap,32751,POS-15,Office,466129
INV-100736,2026-01-07,Shampoo,77390,Office Chair,47953,Soap,31516,Power Bank,28182,POS-09,Electronics,469355
INV-100737,2026-01-08,Tablet,2611,Mouse,61227,Keyboard,65720,Soap,50625,POS-17,Electronics,461864
INV-100738,2026-01-09,Charger,15001,Keyboard,7779,Body Lotion,33521,Smartphone,14499,POS-20,Electronics,461590
INV-100739,2026-01-10,Face Wash,56669,Body Lotion,19206,Office Chair,8873,Laptop,34396,POS-12,Electronics,460233
INV-100740,2026-01-11,Pen Set,75551,Backpack,34504,USB Cable,35412,Power Bank,3403,POS-08,Office,469229
INV-100741,2026-01-12,Face Wash,65470,Laptop,37404,Keyboard,49197,Mouse,7348,POS-04,Stationery,463200
INV-100742,2026-01-13,Keyboard,50619,Office Chair,44737,Shampoo,62531,Notebook,74689,POS-16,Electronics,463197
INV-100743,2026-01-14,Office Chair,3539,Monitor,51169,Body Lotion,30559,Headphones,30201,POS-15,Home,466144
INV-100744,2026-01-15,USB Cable,31488,Water Bottle,52547,Power Bank,63607,Mouse,76203,POS-03,Personal Care,467836
INV-100745,2026-01-16,Office Chair,8478,Backpack,29123,Shampoo,66187,Charger,78751,POS-20,Home,462131
INV-100746,2026-01-17,Face Wash,49299,Tablet,44607,Notebook,20120,Laptop,34665,POS-06,Office,467775
INV-100747,2026-01-18,Tablet,76949,Power Bank,1475,Shampoo,16168,Backpack,77244,POS-01,Office,467958
INV-100748,2026-01-19,Pen Set,54597,Face Wash,23085,Charger,17493,Smartphone,74385,POS-20,Home,467112
INV-100749,2026-01-20,Monitor,41774,Shampoo,69529,Keyboard,15902,Backpack,59675,POS-05,Office,468372
INV-100750,2026-01-21,Charger,18313,Smartphone,15610,Laptop,11438,Pen Set,46742,POS-17,Office,463217
INV-100751,2026-01-22,Keyboard,36974,Smartphone,16107,Pen Set,761,Headphones,51238,POS-08,Accessories,466856
INV-100752,2026-01-23,Headphones,65559,Body Lotion,33085,Tablet,78150,Backpack,50338,POS-17,Stationery,469908
INV-100753,2026-01-24,Body Lotion,4810,Keyboard,78212,Water Bottle,72968,Office Chair,21271,POS-09,Home,465773
INV-100754,2026-01-25,Face Wash,60952,Laptop,63727,USB Cable,63860,Pen Set,69205,POS-15,Electronics,469807
INV-100755,2026-01-26,Smartphone,40622,USB Cable,43243,Office Chair,71622,Laptop,10868,POS-12,Home,467793
INV-100756,2026-01-27,Power Bank,13788,Laptop,13092,Face Wash,72252,Shampoo,69996,POS-07,Home,460594
INV-100757,2026-01-28,Headphones,61382,Charger,69083,Laptop,70763,Desk Lamp,50217,POS-02,Personal Care,465779
INV-100758,2026-01-29,Face Wash,74931,Notebook,33383,Office Chair,61685,Charger,14951,POS-19,Office,460100
INV-100759,2026-01-30,Mouse,75088,Monitor,45848,Tablet,19212,Laptop,50647,POS-19,Stationery,465600
INV-100760,2026-01-31,Mouse,57123,Tablet,37729,Face Wash,21398,Power Bank,16361,POS-02,Stationery,467801
INV-100761,2026-02-01,Charger,46617,Face Wash,64634,Shampoo,61633,Backpack,17814,POS-06,Home,461684
INV-100762,2026-02-02,Charger,67233,Desk Lamp,50194,Soap,63806,Office Chair,13565,POS-10,Home,466566
INV-100763,2026-02-03,USB Cable,68136,Face Wash,56344,Office Chair,67076,Mouse,28501,POS-12,Accessories,467156
INV-100764,2026-02-04,USB Cable,12381,Tablet,64248,Soap,35218,Water Bottle,67099,POS-11,Electronics,463434
INV-100765,2026-02-05,USB Cable,8666,Water Bottle,9753,Body Lotion,10061,Office Chair,72357,POS-10,Office,465742
INV-100766,2026-02-06,Keyboard,61095,Backpack,17552,Shampoo,2303,Soap,37663,POS-09,Electronics,464668
INV-100767,2026-02-07,Charger,75689,Office Chair,36579,Headphones,23449,USB Cable,34960,POS-01,Electronics,469610
INV-100768,2026-02-08,Water Bottle,39091,Backpack,27840,Tablet,70855,Soap,67187,POS-06,Electronics,467637
INV-100769,2026-02-09,Tablet,53351,Smartphone,18997,Face Wash,22077,Notebook,27169,POS-15,Accessories,462845
INV-100770,2026-02-10,Shampoo,21578,Monitor,1226,Laptop,22345,Pen Set,29701,POS-01,Accessories,464381
INV-100771,2026-02-11,Mouse,40999,Shampoo,74245,Backpack,31988,Body Lotion,5041,POS-11,Electronics,469387
INV-100772,2026-02-12,Body Lotion,37895,Monitor,32162,Smartphone,49410,Tablet,37136,POS-11,Stationery,467904
INV-100773,2026-02-13,Office Chair,43835,Water Bottle,19003,Power Bank,6476,Shampoo,69632,POS-09,Stationery,466240
INV-100774,2026-02-14,Keyboard,79159,Pen Set,19576,Laptop,46978,Shampoo,48062,POS-13,Electronics,467268
INV-100775,2026-02-15,Monitor,5935,Body Lotion,54611,Shampoo,63264,Mouse,67713,POS-16,Office,465226
INV-100776,2026-02-16,Notebook,37746,Charger,77138,Monitor,12396,Office Chair,61788,POS-10,Electronics,469022
INV-100777,2026-02-17,Shampoo,6064,Pen Set,53489,Charger,61691,Body Lotion,2983,POS-01,Electronics,461806
INV-100778,2026-02-18,USB Cable,36751,Pen Set,32592,Shampoo,55474,Mouse,49838,POS-03,Electronics,462494
INV-100779,2026-02-19,Headphones,23360,Smartphone,48251,Soap,36479,Charger,38236,POS-07,Office,469896
INV-100780,2026-02-20,USB Cable,58610,Water Bottle,50876,Notebook,17130,Smartphone,12854,POS-04,Electronics,463204
INV-100781,2026-02-21,Soap,3871,Backpack,37335,Office Chair,64879,Water Bottle,61180,POS-01,Home,461126
INV-100782,2026-02-22,Soap,45009,Monitor,2135,Body Lotion,26699,Charger,52443,POS-17,Stationery,465729
INV-100783,2026-02-23,Headphones,65383,Monitor,20376,USB Cable,74556,Smartphone,34559,POS-01,Personal Care,468541
INV-100784,2026-02-24,Laptop,39315,Tablet,17912,Monitor,19931,Water Bottle,6092,POS-14,Personal Care,463084
INV-100785,2026-02-25,Shampoo,62191,Water Bottle,7234,Backpack,43094,Power Bank,17238,POS-13,Accessories,467347
INV-100786,2026-02-26,Soap,15492,Shampoo,70949,Desk Lamp,53117,Face Wash,71105,POS-01,Home,461461
INV-100787,2026-02-27,Monitor,5676,Desk Lamp,1385,Pen Set,35706,Body Lotion,32074,POS-14,Personal Care,469085
INV-100788,2026-02-28,Charger,54513,Face Wash,67787,Shampoo,66161,Tablet,3866,POS-05,Electronics,464824
INV-100789,2026-03-01,Mouse,70790,Body Lotion,1571,Backpack,4922,Headphones,51050,POS-11,Home,463444
INV-100790,2026-03-02,Laptop,75603,Mouse,24507,Soap,73755,Notebook,26668,POS-20,Personal Care,465508
INV-100791,2026-03-03,Pen Set,51359,Charger,26531,Face Wash,32020,Office Chair,46824,POS-18,Personal Care,463376
INV-100792,2026-03-04,Tablet,25054,USB Cable,36668,Laptop,21810,Keyboard,53042,POS-20,Home,460388
INV-100793,2026-03-05,USB Cable,13436,Body Lotion,37533,Backpack,47268,Notebook,42226,POS-01,Personal Care,462199
INV-100794,2026-03-06,Body Lotion,37725,Backpack,59299,Office Chair,38271,Desk Lamp,25477,POS-16,Accessories,464080
INV-100795,2026-03-07,Monitor,44069,Laptop,33105,Face Wash,23075,Water Bottle,40286,POS-15,Home,460939
INV-100796,2026-03-08,Backpack,20021,Power Bank,32641,Mouse,20374,Water Bottle,19121,POS-07,Office,464571
INV-100797,2026-03-09,Laptop,44853,Backpack,51457,Water Bottle,76675,Keyboard,66878,POS-16,Personal Care,463766
INV-100798,2026-03-10,Notebook,44833,Power Bank,74691,USB Cable,47739,Smartphone,8263,POS-06,Electronics,463672
INV-100799,2026-03-11,Tablet,54914,Backpack,22290,USB Cable,43537,Face Wash,56016,POS-11,Office,466426
INV-100800,2026-03-12,Water Bottle,32885,Charger,32334,Monitor,39010,Pen Set,18560,POS-20,Personal Care,464639
INV-100801,2026-03-13,Backpack,17147,Body Lotion,38713,USB Cable,20754,Soap,35819,POS-15,Stationery,468614
INV-100802,2026-03-14,Shampoo,54878,Soap,67349,Smartphone,62588,Mouse,31749,POS-04,Home,468529
INV-100803,2026-03-15,Backpack,74793,Shampoo,67288,Smartphone,54561,Tablet,31121,POS-03,Home,463200
INV-100804,2026-03-16,Desk Lamp,71128,Face Wash,66457,Soap,48118,Backpack,61073,POS-12,Electronics,463343
INV-100805,2026-03-17,Monitor,3423,Laptop,26032,Body Lotion,47056,Notebook,65213,POS-15,Accessories,469483
INV-100806,2026-03-18,Monitor,27780,Charger,72258,Tablet,60384,Smartphone,8861,POS-02,Personal Care,460723
INV-100807,2026-03-19,Monitor,74465,Shampoo,8324,Office Chair,5949,Water Bottle,46333,POS-12,Home,464978
INV-100808,2026-03-20,Keyboard,19110,Water Bottle,36444,Laptop,41451,Smartphone,79872,POS-02,Electronics,461905
INV-100809,2026-03-21,Mouse,15838,Tablet,30110,Soap,36691,Headphones,5200,POS-17,Electronics,468507
INV-100810,2026-03-22,Mouse,63298,Smartphone,66909,USB Cable,32069,Tablet,71323,POS-14,Stationery,463989
INV-100811,2026-03-23,Charger,34545,Desk Lamp,8683,Shampoo,70351,Pen Set,40324,POS-11,Electronics,469123
INV-100812,2026-03-24,Headphones,40990,Mouse,76424,Desk Lamp,76521,Face Wash,630,POS-06,Electronics,468100
INV-100813,2026-03-25,Notebook,72963,Body Lotion,68350,Backpack,8114,Power Bank,26855,POS-12,Accessories,468249
INV-100814,2026-03-26,Backpack,17210,USB Cable,13294,Headphones,39485,Keyboard,58019,POS-09,Electronics,464314
INV-100815,2026-03-27,USB Cable,58190,Power Bank,35851,Keyboard,45432,Soap,59697,POS-12,Stationery,462093
INV-100816,2026-03-28,USB Cable,37222,Power Bank,16138,Body Lotion,73129,Backpack,43615,POS-11,Electronics,464407
INV-100817,2026-03-29,Smartphone,11662,Office Chair,38259,Pen Set,74896,Laptop,36099,POS-14,Home,468207
INV-100818,2026-03-30,Keyboard,37802,Monitor,29330,Desk Lamp,6811,Power Bank,70236,POS-06,Home,464405
INV-100819,2026-03-31,Soap,51121,Tablet,61980,Laptop,61560,Office Chair,68178,POS-04,Home,465146
INV-100820,2026-04-01,Backpack,31691,Keyboard,49894,Mouse,57112,Water Bottle,74458,POS-08,Accessories,467332
INV-100821,2026-04-02,Notebook,621,Face Wash,9433,Smartphone,76012,Tablet,39095,POS-05,Office,467103
INV-100822,2026-04-03,Shampoo,28501,Body Lotion,50400,Notebook,71607,Smartphone,3271,POS-18,Office,464889
INV-100823,2026-04-04,Charger,40621,Keyboard,30083,Headphones,58136,Power Bank,25742,POS-12,Office,463553
INV-100824,2026-04-05,Backpack,14093,Notebook,27512,Desk Lamp,3006,Pen Set,63961,POS-16,Electronics,466955
INV-100825,2026-04-06,Tablet,15777,Notebook,63577,Monitor,53852,Headphones,22244,POS-17,Home,460100
INV-100826,2026-04-07,Face Wash,433,Notebook,29062,Power Bank,24893,Keyboard,77297,POS-13,Stationery,468627
INV-100827,2026-04-08,Desk Lamp,70749,Office Chair,4928,USB Cable,72261,Tablet,4186,POS-16,Home,461403
INV-100828,2026-04-09,Headphones,10635,Monitor,18835,Desk Lamp,1663,Keyboard,53585,POS-08,Personal Care,463579
INV-100829,2026-04-10,Keyboard,5426,Smartphone,7871,Office Chair,75323,Face Wash,71156,POS-14,Home,465319
INV-100830,2026-04-11,Office Chair,17780,Mouse,7090,USB Cable,56495,Face Wash,6835,POS-11,Electronics,467832
INV-100831,2026-04-12,Pen Set,61413,Soap,66874,Desk Lamp,51573,Face Wash,76623,POS-12,Electronics,463155
INV-100832,2026-04-13,Charger,32175,Face Wash,48342,USB Cable,69105,Monitor,193,POS-14,Stationery,468573
INV-100833,2026-04-14,Charger,24976,Shampoo,27427,Headphones,7222,Water Bottle,43280,POS-11,Electronics,465714
INV-100834,2026-04-15,Tablet,44839,Backpack,38196,Headphones,50381,Mouse,44913,POS-10,Stationery,462689
INV-100835,2026-04-16,Body Lotion,69022,Desk Lamp,35960,Notebook,6601,Charger,44966,POS-14,Accessories,469509
INV-100836,2026-04-17,Office Chair,47159,Headphones,50785,Charger,58919,Shampoo,10900,POS-08,Electronics,467054
INV-100837,2026-04-18,Shampoo,9763,Office Chair,44391,Charger,25074,Smartphone,77489,POS-08,Home,462049
INV-100838,2026-04-19,Water Bottle,44665,Power Bank,20331,USB Cable,9398,Charger,14783,POS-01,Personal Care,468855
INV-100839,2026-04-20,Office Chair,10597,Pen Set,77583,Smartphone,39435,Body Lotion,72593,POS-02,Electronics,469089
INV-100840,2026-04-21,Charger,14685,Backpack,48744,Shampoo,61842,Headphones,13452,POS-02,Accessories,468330
INV-100841,2026-04-22,Desk Lamp,53895,Mouse,7236,Backpack,40532,Charger,71397,POS-08,Electronics,467557
INV-100842,2026-04-23,Laptop,14755,Keyboard,8390,Shampoo,26369,Pen Set,23872,POS-11,Personal Care,469550
INV-100843,2026-04-24,Monitor,69793,Office Chair,16352,Smartphone,69825,Desk Lamp,22028,POS-12,Electronics,468987
INV-100844,2026-04-25,Power Bank,33969,Keyboard,57428,Tablet,58339,Laptop,46474,POS-07,Accessories,462496
INV-100845,2026-04-26,Monitor,23953,Body Lotion,67713,Face Wash,62032,Pen Set,62651,POS-09,Personal Care,464668
INV-100846,2026-04-27,Tablet,54977,Body Lotion,23395,Shampoo,15450,Headphones,15678,POS-14,Home,465340
INV-100847,2026-04-28,Body Lotion,23907,Notebook,30534,Laptop,16385,Face Wash,79720,POS-19,Office,467274
INV-100848,2026-04-29,Monitor,9789,Charger,73314,Soap,45640,Tablet,5198,POS-09,Office,461517
INV-100849,2026-04-30,Body Lotion,39476,Laptop,49021,Desk Lamp,25469,Shampoo,56643,POS-11,Personal Care,468152
INV-100850,2026-05-01,Mouse,9943,Notebook,15372,Power Bank,9313,Headphones,1729,POS-16,Stationery,463960
INV-100851,2026-05-02,Water Bottle,60284,Headphones,53746,Keyboard,16409,Power Bank,36147,POS-13,Home,460213
INV-100852,2026-05-03,Desk Lamp,37774,Shampoo,76636,USB Cable,15711,Mouse,10757,POS-01,Office,463325
INV-100853,2026-05-04,Shampoo,61297,Mouse,15961,Body Lotion,17690,Monitor,60119,POS-04,Office,461723
INV-100854,2026-05-05,Water Bottle,15621,Power Bank,67828,Desk Lamp,47982,Tablet,59560,POS-05,Accessories,465025
INV-100855,2026-05-06,Water Bottle,72712,Power Bank,3470,Backpack,26306,Monitor,1942,POS-10,Home,468064
INV-100856,2026-05-07,Desk Lamp,9746,USB Cable,47786,Notebook,54164,Charger,71972,POS-15,Personal Care,465704
INV-100857,2026-05-08,Mouse,59270,Monitor,1252,Body Lotion,36539,Desk Lamp,22287,POS-10,Accessories,468961
INV-100858,2026-05-09,Laptop,26143,Backpack,64356,Body Lotion,62911,Power Bank,17933,POS-08,Stationery,466144
INV-100859,2026-05-10,Mouse,24879,Backpack,6013,Headphones,9094,Shampoo,66039,POS-16,Stationery,466943
INV-100860,2026-05-11,Water Bottle,42581,Headphones,44222,Smartphone,29983,Tablet,23393,POS-18,Stationery,465845
INV-100861,2026-05-12,Desk Lamp,61106,Body Lotion,20741,Tablet,60927,Office Chair,75372,POS-09,Accessories,460659
INV-100862,2026-05-13,Monitor,28698,Headphones,20400,Keyboard,31228,Smartphone,42465,POS-17,Electronics,464085
INV-100863,2026-05-14,Notebook,70395,Laptop,31002,Water Bottle,29965,Backpack,71465,POS-07,Home,461364
INV-100864,2026-05-15,Mouse,4786,Shampoo,24252,Monitor,40114,Pen Set,11231,POS-03,Personal Care,461840
INV-100865,2026-05-16,Mouse,40976,Charger,50166,Office Chair,36593,Power Bank,77602,POS-02,Stationery,465730
INV-100866,2026-05-17,Smartphone,55854,Shampoo,59211,Laptop,78654,USB Cable,31755,POS-10,Stationery,469936
INV-100867,2026-05-18,Shampoo,26053,Office Chair,55631,Monitor,25181,Headphones,38006,POS-07,Home,469514
INV-100868,2026-05-19,Pen Set,51521,Office Chair,71273,Water Bottle,75611,Monitor,27431,POS-13,Electronics,469571
INV-100869,2026-05-20,Tablet,10767,Charger,65781,Pen Set,55904,Soap,33850,POS-14,Electronics,461997
INV-100870,2026-05-21,Headphones,66618,Body Lotion,71542,Tablet,34321,Laptop,55838,POS-05,Personal Care,460773
INV-100871,2026-05-22,Monitor,16294,Shampoo,10332,Backpack,26327,Headphones,29199,POS-14,Accessories,460822
INV-100872,2026-05-23,USB Cable,43903,Charger,68714,Desk Lamp,7686,Soap,1356,POS-13,Electronics,461907
INV-100873,2026-05-24,Soap,42247,Office Chair,39489,Shampoo,2040,Smartphone,1274,POS-15,Office,468981
INV-100874,2026-05-25,Face Wash,6987,Laptop,44582,Keyboard,36131,Mouse,34301,POS-04,Personal Care,469936
INV-100875,2026-05-26,Smartphone,36613,Keyboard,65454,Power Bank,10961,Charger,24840,POS-20,Electronics,467774
INV-100876,2026-05-27,Mouse,65053,Laptop,71909,Pen Set,17204,Shampoo,14398,POS-01,Office,461890
INV-100877,2026-05-28,Charger,59493,Shampoo,48651,Tablet,65582,Soap,56582,POS-08,Office,460176
INV-100878,2026-05-29,Monitor,1711,Desk Lamp,27161,Mouse,18891,Laptop,73217,POS-10,Office,461419
INV-100879,2026-05-30,Body Lotion,79081,Notebook,65472,Office Chair,25208,Charger,35317,POS-19,Electronics,462961
INV-100880,2026-05-31,Tablet,3366,Headphones,19778,Charger,62278,Body Lotion,26226,POS-06,Personal Care,464638
INV-100881,2026-06-01,Face Wash,40310,Keyboard,3319,Tablet,29734,Soap,43407,POS-18,Personal Care,460374
INV-100882,2026-06-02,Backpack,65681,Water Bottle,17731,Keyboard,41313,Desk Lamp,45087,POS-09,Stationery,463233
INV-100883,2026-06-03,Headphones,36166,Monitor,50156,Laptop,17614,Keyboard,16672,POS-12,Home,463898
INV-100884,2026-06-04,Notebook,4505,Pen Set,38409,Charger,59319,Backpack,59284,POS-06,Electronics,463258
INV-100885,2026-06-05,Face Wash,45762,Smartphone,48571,Water Bottle,12861,Desk Lamp,56297,POS-06,Accessories,466083
INV-100886,2026-06-06,Charger,37322,Mouse,33032,Water Bottle,45509,Soap,55838,POS-15,Accessories,467250
INV-100887,2026-06-07,Desk Lamp,50458,Smartphone,36885,Soap,45300,Body Lotion,77821,POS-16,Electronics,465302
INV-100888,2026-06-08,Desk Lamp,67841,Headphones,16797,Water Bottle,52864,Tablet,53381,POS-03,Personal Care,462700
INV-100889,2026-06-09,Mouse,49792,Headphones,50233,Laptop,15269,Charger,61847,POS-13,Stationery,462648
INV-100890,2026-06-10,Pen Set,25486,Headphones,5731,Power Bank,55736,Mouse,26569,POS-18,Stationery,466948
INV-100891,2026-06-11,Mouse,22869,Monitor,57243,Shampoo,64255,Water Bottle,53045,POS-04,Electronics,462945
INV-100892,2026-06-12,Headphones,15263,USB Cable,62157,Office Chair,12851,Smartphone,34899,POS-19,Electronics,469037
INV-100893,2026-06-13,Laptop,37087,Headphones,54054,Desk Lamp,50397,Backpack,67953,POS-10,Stationery,461843
INV-100894,2026-06-14,Notebook,49714,USB Cable,8466,Office Chair,48168,Tablet,43396,POS-12,Stationery,460820
INV-100895,2026-06-15,Laptop,29662,Desk Lamp,16871,Shampoo,15442,Smartphone,13271,POS-07,Electronics,467128
INV-100896,2026-06-16,Charger,45599,Office Chair,76105,Monitor,32685,Tablet,58898,POS-10,Accessories,464811
INV-100897,2026-06-17,Charger,47711,Power Bank,67984,Soap,43956,Shampoo,52055,POS-03,Personal Care,467416
INV-100898,2026-06-18,Monitor,13526,Face Wash,4089,USB Cable,1269,Soap,49811,POS-06,Stationery,467013
INV-100899,2026-06-19,Keyboard,61615,Water Bottle,6508,Mouse,79232,Soap,57445,POS-07,Accessories,466146
INV-100900,2026-06-20,Keyboard,27101,Laptop,67178,Pen Set,75031,Headphones,38495,POS-19,Stationery,460191
INV-100901,2026-06-21,Mouse,27402,USB Cable,44527,Headphones,4537,Body Lotion,6592,POS-12,Personal Care,467737
INV-100902,2026-06-22,Notebook,68056,Monitor,14850,Backpack,77531,Headphones,75659,POS-02,Personal Care,461117
INV-100903,2026-06-23,Power Bank,2922,Backpack,59682,Charger,79502,Desk Lamp,25068,POS-11,Office,464046
INV-100904,2026-06-24,Laptop,31209,Notebook,40585,Face Wash,11790,Power Bank,50562,POS-02,Stationery,468116
INV-100905,2026-06-25,Headphones,46233,Keyboard,48527,Power Bank,33782,Backpack,38744,POS-03,Home,468386
INV-100906,2026-06-26,Desk Lamp,30379,Power Bank,48744,Office Chair,37680,USB Cable,38820,POS-19,Stationery,464460
INV-100907,2026-06-27,Smartphone,71957,Backpack,60142,Keyboard,62327,Pen Set,53539,POS-06,Electronics,467910
INV-100908,2026-06-28,Power Bank,13566,Charger,61420,Keyboard,73894,Laptop,39744,POS-11,Personal Care,468943
INV-100909,2026-06-29,Desk Lamp,58711,USB Cable,8033,Headphones,56767,Body Lotion,11288,POS-05,Office,464979
INV-100910,2026-06-30,Face Wash,54370,Laptop,9386,Desk Lamp,6325,Power Bank,56238,POS-03,Stationery,464374
INV-100911,2026-07-01,Pen Set,19798,Notebook,56960,Laptop,53395,USB Cable,47377,POS-10,Personal Care,460377
INV-100912,2026-07-02,Smartphone,61590,Body Lotion,2387,Soap,75027,Keyboard,73090,POS-13,Accessories,468627
INV-100913,2026-07-03,USB Cable,62742,Water Bottle,10889,Headphones,58345,Soap,12467,POS-19,Electronics,465285
INV-100914,2026-07-04,Headphones,13912,Charger,26771,Notebook,6634,Office Chair,30297,POS-01,Accessories,461211
INV-100915,2026-07-05,Power Bank,36247,Desk Lamp,45814,USB Cable,60093,Headphones,41818,POS-15,Personal Care,461234
INV-100916,2026-07-06,Keyboard,6873,Notebook,78980,Desk Lamp,78037,Face Wash,60584,POS-15,Home,462046
INV-100917,2026-07-07,Notebook,52269,Body Lotion,53127,Desk Lamp,62408,USB Cable,36992,POS-06,Home,463775
INV-100918,2026-07-08,Laptop,51254,Soap,54112,Shampoo,38040,Power Bank,18170,POS-17,Electronics,469320
INV-100919,2026-07-09,Keyboard,22423,Shampoo,27008,USB Cable,48486,Headphones,20629,POS-03,Office,467501
INV-100920,2026-07-10,Body Lotion,33247,Backpack,68949,Soap,1540,Keyboard,15241,POS-03,Home,462579
INV-100921,2026-07-11,USB Cable,78206,Mouse,46782,Monitor,28238,Smartphone,32533,POS-18,Stationery,464529
INV-100922,2026-07-12,Headphones,63712,Power Bank,68775,Body Lotion,10800,Shampoo,12562,POS-04,Home,463803
INV-100923,2026-07-13,USB Cable,33339,Face Wash,34480,Monitor,30759,Backpack,9327,POS-14,Personal Care,460729
INV-100924,2026-07-14,Soap,19837,Desk Lamp,72590,Tablet,9299,Headphones,14100,POS-13,Electronics,460645
INV-100925,2026-07-15,Laptop,7450,Monitor,1058,Charger,47964,Tablet,50365,POS-12,Personal Care,460150
INV-100926,2026-07-16,Desk Lamp,5439,Tablet,3602,Body Lotion,34202,Pen Set,15136,POS-09,Home,465003
